file,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF DEVELOPMENT ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF ECONOMIC THEORY,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,JOURNAL OF POLITICAL ECONOMY,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,QUANTITATIVE ECONOMICS,QUARTERLY JOURNAL OF ECONOMICS,RAND JOURNAL OF ECONOMICS,REVIEW OF ECONOMIC STUDIES,REVIEW OF ECONOMICS AND STATISTICS,THEORETICAL ECONOMICS,name,promotion_university,promotion_year,years_post_phd,unresolved_count,unresolved_fields,unresolved_details,needs_review
Virginia/associate/Carter-Doyle_CV_Aug2020.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carter Arnold Doyle,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Virginia/associate/MacKay CV.docx,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Alexander J. MacKay,University of Virginia,2024,8,0,,{},0
Virginia/associate/Troyan_CV.docx,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Peter G. Troyan,University of Virginia,2020,6,0,,{},0
Virginia/associate/cv_colmer.docx,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,jonathan Colmer,University of Virginia,2024,8,0,,{},0
Virginia/full/CV-Korinek.docx,0,0,0,0,3,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,2,0,0,Anton Korinek,University of Virginia,2018,11,0,,{},0
Virginia/full/CV_Sekhri.docx,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sheetal Sekhri,University of Virginia,2015,7,1,JOURNAL OF DEVELOPMENT ECONOMICS,"{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""tie""}",1
Virginia/full/Curriculum-Vitae-Elzinga.docx,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Kenneth G. Elzinga,University of Virginia,1971,4,0,,{},0
Virginia/full/Eric-Leeper_CV_Jul-2018.docx,0,1,0,0,3,1,1,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,0,Eric M. Leeper,Indiana University,1999,10,1,JOURNAL OF MONETARY ECONOMICS,"{""JOURNAL OF MONETARY ECONOMICS"": ""tie""}",1
Virginia/full/Fostel_CV_01_2023.docx,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ana Fostel,George Washington University,2012,7,0,,{},0
Virginia/full/Friedberg L CV 2022-02.docx,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Leora Friedberg,University of Virginia,2007,11,0,,{},0
Virginia/full/HarriganCV.docx,0,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,James Harrigan,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""tie"", ""promotion_year"": ""tie"", ""years_post_phd"": ""tie""}",1
Virginia/full/John-Mclaren_CV_2017.docx,0,0,0,1,2,0,2,0,0,0,0,5,0,0,0,1,1,0,1,0,1,1,0,John McLaren,Columbia University,1998,6,0,,{},0
Virginia/full/Lee Coppock CV February 2025.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lee A. Coppock,University of Virginia,2009,15,0,,{},0
Virginia/full/Lockwood_CV.docx,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEE M. LOCKWOOD,University of Virginia,2020,10,0,,{},0
Virginia/full/Maxim-Engers_CV_2023.docx,0,0,0,0,2,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Maxim Peter Engers,University of Virginia,,,2,promotion_year; years_post_phd,"{""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Virginia/full/Simon_Anderson_CV_2024.docx,0,0,0,2,1,1,2,6,0,0,5,1,0,0,1,3,1,0,0,,,0,0,Simon Peter Anderson,University of Virginia,1992,7,2,RAND JOURNAL OF ECONOMICS; REVIEW OF ECONOMIC STUDIES,"{""RAND JOURNAL OF ECONOMICS"": ""tie"", ""REVIEW OF ECONOMIC STUDIES"": ""tie""}",1
Virginia/full/Turner-CV-2023.docx,1,2,0,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,Sarah E. Turner,University of Virginia,2003,6,0,,{},0
Virginia/full/ciliberto2025.docx,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,Federico Ciliberto,University of Virginia,2011,10,0,,{},0
Virginia/full/cosar_cv.docx,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,A. Kerem Coşar,University of Virginia,2016,6,0,,{},0
Virginia/full/cv_wincoop.docx,0,0,2,0,,0,0,1,0,0,0,16,0,4,0,0,1,0,0,0,1,1,0,Eric van Wincoop,Boston University,1996,7,1,AMERICAN ECONOMIC REVIEW,"{""AMERICAN ECONOMIC REVIEW"": ""tie""}",1
Virginia/full/holtvita_2025_december.docx,0,0,0,3,11,0,1,1,0,0,1,0,0,0,3,2,1,0,0,2,0,0,0,Charles A. Holt,University of Virginia,,,2,promotion_year; years_post_phd,"{""promotion_year"": ""tie"", ""years_post_phd"": ""tie""}",1
Virginia/full/miller_cv_sept2025.docx,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,Amalia Rebecca Miller,University of Virginia,2010,6,0,,{},0
Virginia/full/sandipcv.docx,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Sandip Sukhtankar,University of Virginia,2016,7,0,,{},0
Virginia/full/vita_young.docx,0,0,4,0,0,1,1,1,0,0,2,2,0,7,0,0,1,0,0,0,1,0,1,Eric R. Young,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
WUSTL/associate/Babus-CV.docx,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Ana Babus,Washington University in St. Louis,2023,15,0,,{},0
WUSTL/associate/CV.docx,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,David A. Rivers,University of Western Ontario,2018,8,0,,{},0
WUSTL/associate/SangMok_cv.docx,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,1,SangMok Lee,Washington University in St. Louis,2023,11,0,,{},0
WUSTL/full/CV-PingWang-Dec2025.docx,0,1,1,0,1,0,0,5,3,0,4,0,1,4,0,0,0,1,0,0,1,2,0,Ping Wang,Penn State University,1994,7,0,,{},0
WUSTL/full/CV.docx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,Steven M. Fazzari,Washington University,1989,7,0,,{},0
WUSTL/full/CVGolan10_2022.docx,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,Limor Golan,Carnegie Mellon University,2009,7,0,,{},0
WUSTL/full/CV_Gaetano Antinolfi.docx,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,Gaetano Antinolfi,Washington University in St. Louis,2004,7,0,,{},0
WUSTL/full/ISMAEL_MOURIFIE_CV-2024.docx,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,Ismael Y. Mourifié,University of Toronto,2021,7,0,,{},0
WUSTL/full/Manuelli_CV_March_2021.docx,0,0,0,0,4,0,0,1,0,0,4,0,0,2,2,0,0,0,1,0,0,0,0,Rodolfo E. Manuelli,Stanford University,1991,5,0,,{},0
WUSTL/full/Weinstein_CV_Sep_2019.docx,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,Jonathan Weinstein,Northwestern University,2009,4,0,,{},0
WUSTL/full/azariadis.cv.05.2024.docx,0,0,0,0,3,0,1,0,0,0,9,0,0,0,1,0,0,0,4,0,4,0,0,,University of Pennsylvania,1977,2,1,name,"{""name"": ""tie""}",1
WUSTL/full/cv_2022.docx,0,0,0,0,,1,0,3,0,0,6,0,0,3,1,0,0,0,0,0,1,0,0,Michele Boldrin,Northwestern University,1990,3,1,AMERICAN ECONOMIC REVIEW,"{""AMERICAN ECONOMIC REVIEW"": ""tie""}",1
WUSTL/full/cv_202601.docx,0,0,4,0,3,2,1,0,0,0,2,0,0,1,1,0,1,0,0,0,2,0,0,,University of California at Los Angeles,2012,8,1,name,"{""name"": ""insufficient_support""}",1
WUSTL/full/cv_July_2022.docx,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,GEORGE-LEVI GAYLE,Carnegie Mellon University,2010,6,0,,{},0
WUSTL/full/cv_long_mortimer2025.docx,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,Julie Holland Mortimer,Boston College,2011,10,0,,{},0
WUSTL/full/cv_shin.docx,0,0,1,0,,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,1,0,0,Yongseok Shin,Washington University in St. Louis,2012,8,1,AMERICAN ECONOMIC REVIEW,"{""AMERICAN ECONOMIC REVIEW"": ""tie""}",1
WUSTL/full/cvpublic.docx,0,0,0,0,0,2,0,4,0,0,,0,0,0,0,1,0,2,0,0,0,0,0,Marcus Berliant,University of Rochester,1987,5,1,JOURNAL OF ECONOMIC THEORY,"{""JOURNAL OF ECONOMIC THEORY"": ""insufficient_support""}",1
WUSTL/full/pollak-cv-08-2025.docx,0,0,0,0,11,9,0,3,0,2,2,0,2,0,8,2,0,0,2,0,3,4,0,Robert A. Pollak,University of Pennsylvania,1968,4,0,,{},0
WUSTL/full/resume.docx,0,0,0,3,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,M. Bumin Yenmez,Boston College,2016,6,0,,{},0
WUSTL/full/rogers_cv.docx,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,Brian W. Rogers,Northwestern University,2010,4,0,,{},0
Washington/associate/Alan Griffith CV May2025.docx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Alan Griffith,University of Washington,2025,8,0,,{},0
Washington/associate/CV-FAN-2025.docx,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,1,0,Yanqin Fan,,,,4,JOURNAL OF ECONOMETRICS; promotion_university; promotion_year; years_post_phd,"{""JOURNAL OF ECONOMETRICS"": ""tie"", ""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Washington/associate/Jason_Kerwin_CV.docx,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Jason T. Kerwin,University of Minnesota,2023,8,0,,{},0
"Washington/associate/Tao, Jing_CV 2024.docx",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Jing Tao,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Washington/associate/chen_yu-chin_cv_2023.docx,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,Yu-chin Chen,University of Washington,2012,10,0,,{},0
Washington/full/CV.docx,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,Jacques Lawarree,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Washington/full/CV_CJKim2024_0.docx,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,4,0,Chang-Jin Kim,Korea University,1995,6,0,,{},0
Washington/full/CV_Ghironi.docx,0,0,2,0,1,0,0,0,0,0,1,,0,2,1,0,0,0,1,0,0,0,0,FABIO PIETRO LEONE GHIRONI,Boston College,2007,8,1,JOURNAL OF INTERNATIONAL ECONOMICS,"{""JOURNAL OF INTERNATIONAL ECONOMICS"": ""tie""}",1
Washington/full/Eicher_CV.docx,0,0,0,0,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,Theo S. Eicher,University of Washington,2000,6,0,,{},0
"Washington/full/Khalil, Fahad_CV 2024.docx",0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,0,0,5,0,0,0,Fahad Khalil,University of Washington,1998,7,0,,{},0
Washington/full/SJT-CV-04-25_0.docx,0,0,1,0,,4,,17,8,1,3,,0,,1,12,0,0,4,0,4,4,0,Stephen J. Turnovsky,University of Toronto,1971,3,4,AMERICAN ECONOMIC REVIEW; ECONOMIC JOURNAL; JOURNAL OF INTERNATIONAL ECONOMICS; JOURNAL OF MONETARY ECONOMICS,"{""AMERICAN ECONOMIC REVIEW"": ""tie"", ""ECONOMIC JOURNAL"": ""tie"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""tie"", ""JOURNAL OF MONETARY ECONOMICS"": ""tie""}",1
"Washington/full/Tan, Xu_ CV 2024.docx",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,Xu Tan,University of Washington,2020,7,0,,{},0
"Washington/full/Wen, Quan_CV 2024.docx",0,0,0,0,0,2,0,1,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,Quan Wen,University of Windsor,1995,4,0,,{},0
Washington/full/cv050722.docx,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Philip L. Brock,University of Washington,1995,13,0,,{},0
Washington/full/cv_Heath.docx,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Rachel Heath,University of Washington,2018,7,0,,{},0
Washington/full/cvzivot2023.docx,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,Eric Zivot,University of Washington,2000,8,0,,{},0
Washington/full/wong_kar-yiu_cv_2022.docx,0,0,0,0,1,0,0,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,Kar-yiu WONG,University of Washington,1990,7,0,,{},0
