file,diff_fields,claude_values,deepseek_values,gemini_values,gpt_values,kimi_values
Syracuse/full/jeffrey-d - kubik.docx,JOURNAL OF PUBLIC ECONOMICS,"{""JOURNAL OF PUBLIC ECONOMICS"": ""4""}","{""JOURNAL OF PUBLIC ECONOMICS"": ""3""}","{""JOURNAL OF PUBLIC ECONOMICS"": ""3""}","{""JOURNAL OF PUBLIC ECONOMICS"": ""4""}","{""JOURNAL OF PUBLIC ECONOMICS"": ""3""}"
Tufts/associate/CV_AFS.docx,JOURNAL OF DEVELOPMENT ECONOMICS; JOURNAL OF INTERNATIONAL ECONOMICS,"{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""3"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""2""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""3"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""2""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""3"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""2""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""3"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""2""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""2"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1""}"
Tufts/associate/Kinnanvita.docx,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS; AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,"{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""3"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""3"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""0""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""3"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""0""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""3"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""0""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""2"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""0""}"
Tufts/associate/cv-drusilla-brown.docx,JOURNAL OF DEVELOPMENT ECONOMICS; JOURNAL OF INTERNATIONAL ECONOMICS; REVIEW OF ECONOMICS AND STATISTICS,"{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""0""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""1""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""0""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""0""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""4"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""2"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""0""}"
Tufts/full/Doss CV April 2024.docx,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""University of Oxford"", ""promotion_year"": ""2018"", ""years_post_phd"": ""22""}","{""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""promotion_university"": ""Oxford University"", ""promotion_year"": ""2018"", ""years_post_phd"": ""22""}","{""promotion_university"": ""Williams College"", ""promotion_year"": ""1996"", ""years_post_phd"": ""0""}","{""promotion_university"": ""Williams College"", ""promotion_year"": ""1999"", ""years_post_phd"": ""3""}"
Tufts/full/Douglas Gollin cv revised 1 November 2025.docx,AMERICAN ECONOMIC REVIEW; JOURNAL OF DEVELOPMENT ECONOMICS; JOURNAL OF POLITICAL ECONOMY; years_post_phd,"{""AMERICAN ECONOMIC REVIEW"": ""2"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""2"", ""JOURNAL OF POLITICAL ECONOMY"": ""3"", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC REVIEW"": ""2"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1"", ""JOURNAL OF POLITICAL ECONOMY"": ""3"", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC REVIEW"": ""0"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""2"", ""JOURNAL OF POLITICAL ECONOMY"": ""3"", ""years_post_phd"": ""6""}","{""AMERICAN ECONOMIC REVIEW"": ""2"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""2"", ""JOURNAL OF POLITICAL ECONOMY"": ""3"", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC REVIEW"": ""1"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""3"", ""JOURNAL OF POLITICAL ECONOMY"": ""2"", ""years_post_phd"": """"}"
Tufts/full/MMCV_February262025.docx,JOURNAL OF DEVELOPMENT ECONOMICS; JOURNAL OF INTERNATIONAL ECONOMICS; REVIEW OF ECONOMICS AND STATISTICS,"{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""3"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""3""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""2"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""3"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""2"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""3""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""3"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""3"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""3"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2""}"
Tufts/full/Marcelo Bianconi.docx,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""Tufts University"", ""promotion_year"": """", ""years_post_phd"": """"}","{""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""promotion_university"": ""Tufts University"", ""promotion_year"": ""1995"", ""years_post_phd"": ""7""}","{""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""promotion_university"": ""Tufts University"", ""promotion_year"": ""1989"", ""years_post_phd"": ""1""}"
Tufts/full/Silke_Forbes_CV.docx,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""Case Western Reserve University"", ""promotion_year"": ""2014"", ""years_post_phd"": ""11""}","{""promotion_university"": ""Case Western Reserve University"", ""promotion_year"": ""2014"", ""years_post_phd"": ""11""}","{""promotion_university"": ""Case Western Reserve University"", ""promotion_year"": ""2014"", ""years_post_phd"": ""11""}","{""promotion_university"": ""Case Western Reserve University"", ""promotion_year"": ""2014"", ""years_post_phd"": ""11""}","{""promotion_university"": ""Tufts University"", ""promotion_year"": ""2017"", ""years_post_phd"": ""14""}"
Tufts/full/SpolaoreCV_October2024.docx,ECONOMIC JOURNAL; QUARTERLY JOURNAL OF ECONOMICS,"{""ECONOMIC JOURNAL"": ""2"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""3""}","{""ECONOMIC JOURNAL"": ""2"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""3""}","{""ECONOMIC JOURNAL"": ""1"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""3""}","{""ECONOMIC JOURNAL"": ""2"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""3""}","{""ECONOMIC JOURNAL"": ""1"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""2""}"
Tufts/full/UjjayantChakravortyAcademicCV.docx,JOURNAL OF PUBLIC ECONOMICS; promotion_university; promotion_year; years_post_phd,"{""JOURNAL OF PUBLIC ECONOMICS"": ""0"", ""promotion_university"": ""University of Hawaii"", ""promotion_year"": ""1995"", ""years_post_phd"": """"}","{""JOURNAL OF PUBLIC ECONOMICS"": ""1"", ""promotion_university"": ""Emory University"", ""promotion_year"": ""1998"", ""years_post_phd"": """"}","{""JOURNAL OF PUBLIC ECONOMICS"": ""0"", ""promotion_university"": ""Emory University"", ""promotion_year"": ""1998"", ""years_post_phd"": ""9""}","{""JOURNAL OF PUBLIC ECONOMICS"": ""0"", ""promotion_university"": ""University of Hawaii at Manoa"", ""promotion_year"": ""1995"", ""years_post_phd"": """"}","{""JOURNAL OF PUBLIC ECONOMICS"": ""0"", ""promotion_university"": ""University of Hawaii"", ""promotion_year"": ""1995"", ""years_post_phd"": """"}"
Tufts/full/mcinerney_cv_9_13_2023.docx,JOURNAL OF LABOR ECONOMICS; promotion_university; promotion_year; years_post_phd,"{""JOURNAL OF LABOR ECONOMICS"": ""1"", ""promotion_university"": ""College of William and Mary"", ""promotion_year"": ""2014"", ""years_post_phd"": ""6""}","{""JOURNAL OF LABOR ECONOMICS"": ""1"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""JOURNAL OF LABOR ECONOMICS"": ""1"", ""promotion_university"": ""College of William and Mary"", ""promotion_year"": ""2014"", ""years_post_phd"": ""6""}","{""JOURNAL OF LABOR ECONOMICS"": ""1"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""JOURNAL OF LABOR ECONOMICS"": ""0"", ""promotion_university"": ""College of William and Mary"", ""promotion_year"": ""2014"", ""years_post_phd"": ""6""}"
Tufts/full/storeygard_cv.docx,JOURNAL OF DEVELOPMENT ECONOMICS,"{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""2""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""2""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""2""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""2""}","{""JOURNAL OF DEVELOPMENT ECONOMICS"": ""3""}"
UC Irvine/associate/CV_YLee.docx,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""3""}"
UC Irvine/associate/JiaweiChenCV.docx,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""0""}","{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""2""}","{""JOURNAL OF ECONOMETRICS"": ""2""}"
UC Irvine/associate/clark.cv_.feb_.2024.docx,JOURNAL OF PUBLIC ECONOMICS; promotion_university,"{""JOURNAL OF PUBLIC ECONOMICS"": ""1"", ""promotion_university"": ""University of California, Irvine""}","{""JOURNAL OF PUBLIC ECONOMICS"": ""2"", ""promotion_university"": ""UC Irvine""}","{""JOURNAL OF PUBLIC ECONOMICS"": ""1"", ""promotion_university"": ""University of California, Irvine""}","{""JOURNAL OF PUBLIC ECONOMICS"": ""1"", ""promotion_university"": ""University of California, Irvine""}","{""JOURNAL OF PUBLIC ECONOMICS"": ""2"", ""promotion_university"": ""UC Irvine""}"
UC Irvine/associate/cv_Antonio.docx,JOURNAL OF INTERNATIONAL ECONOMICS; JOURNAL OF POLITICAL ECONOMY,"{""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""JOURNAL OF POLITICAL ECONOMY"": ""0""}","{""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""JOURNAL OF POLITICAL ECONOMY"": ""0""}","{""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""JOURNAL OF POLITICAL ECONOMY"": ""0""}","{""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""JOURNAL OF POLITICAL ECONOMY"": ""1""}","{""JOURNAL OF INTERNATIONAL ECONOMICS"": ""2"", ""JOURNAL OF POLITICAL ECONOMY"": ""0""}"
UC Irvine/associate/jenkins_cv.docx,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""promotion_university"": ""University of California, Irvine"", ""promotion_year"": ""2019"", ""years_post_phd"": ""8""}"
UC Irvine/full/Branch_cv.docx,ECONOMIC JOURNAL; JOURNAL OF ECONOMIC THEORY; promotion_university,"{""ECONOMIC JOURNAL"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""3"", ""promotion_university"": ""University of California, Irvine""}","{""ECONOMIC JOURNAL"": ""1"", ""JOURNAL OF ECONOMIC THEORY"": ""2"", ""promotion_university"": ""University of California Irvine""}","{""ECONOMIC JOURNAL"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""3"", ""promotion_university"": ""University of California, Irvine""}","{""ECONOMIC JOURNAL"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""3"", ""promotion_university"": ""University of California, Irvine""}","{""ECONOMIC JOURNAL"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""3"", ""promotion_university"": ""University of California, Irvine""}"
UC Irvine/full/CV Mazumder latest.docx,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS; AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY; JOURNAL OF PUBLIC ECONOMICS; REVIEW OF ECONOMICS AND STATISTICS; promotion_university; promotion_year; years_post_phd,"{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""2"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""2"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""2"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""2"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""2"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2"", ""promotion_university"": ""University of California, Irvine"", ""promotion_year"": ""2024"", ""years_post_phd"": ""23""}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""2"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""2"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""2"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS"": ""1"", ""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""3"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""1"", ""promotion_university"": """", ""promotion_year"": """", ""years_post_phd"": """"}"
UC Irvine/full/CV-Rocheteau.docx,ECONOMETRICA; ECONOMIC JOURNAL; JOURNAL OF ECONOMIC THEORY; JOURNAL OF MONETARY ECONOMICS; JOURNAL OF POLITICAL ECONOMY; REVIEW OF ECONOMIC STUDIES,"{""ECONOMETRICA"": ""2"", ""ECONOMIC JOURNAL"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""11"", ""JOURNAL OF MONETARY ECONOMICS"": ""7"", ""JOURNAL OF POLITICAL ECONOMY"": ""1"", ""REVIEW OF ECONOMIC STUDIES"": ""2""}","{""ECONOMETRICA"": ""2"", ""ECONOMIC JOURNAL"": ""3"", ""JOURNAL OF ECONOMIC THEORY"": ""5"", ""JOURNAL OF MONETARY ECONOMICS"": ""6"", ""JOURNAL OF POLITICAL ECONOMY"": ""1"", ""REVIEW OF ECONOMIC STUDIES"": ""2""}","{""ECONOMETRICA"": ""2"", ""ECONOMIC JOURNAL"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""10"", ""JOURNAL OF MONETARY ECONOMICS"": ""9"", ""JOURNAL OF POLITICAL ECONOMY"": ""1"", ""REVIEW OF ECONOMIC STUDIES"": ""2""}","{""ECONOMETRICA"": ""2"", ""ECONOMIC JOURNAL"": ""2"", ""JOURNAL OF ECONOMIC THEORY"": ""11"", ""JOURNAL OF MONETARY ECONOMICS"": ""6"", ""JOURNAL OF POLITICAL ECONOMY"": ""1"", ""REVIEW OF ECONOMIC STUDIES"": ""2""}","{""ECONOMETRICA"": ""3"", ""ECONOMIC JOURNAL"": ""1"", ""JOURNAL OF ECONOMIC THEORY"": ""6"", ""JOURNAL OF MONETARY ECONOMICS"": ""7"", ""JOURNAL OF POLITICAL ECONOMY"": ""2"", ""REVIEW OF ECONOMIC STUDIES"": ""1""}"
UC Irvine/full/CV_YingyingDong.docx,JOURNAL OF ECONOMETRICS; promotion_university,"{""JOURNAL OF ECONOMETRICS"": ""1"", ""promotion_university"": ""University of California, Irvine""}","{""JOURNAL OF ECONOMETRICS"": ""0"", ""promotion_university"": ""University of California Irvine""}","{""JOURNAL OF ECONOMETRICS"": ""1"", ""promotion_university"": ""University of California Irvine""}","{""JOURNAL OF ECONOMETRICS"": ""1"", ""promotion_university"": ""University of California Irvine""}","{""JOURNAL OF ECONOMETRICS"": ""1"", ""promotion_university"": ""University of California Irvine""}"
UC Irvine/full/Freedman_CV.docx,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY; AMERICAN ECONOMIC REVIEW; JOURNAL OF PUBLIC ECONOMICS,"{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""2"", ""AMERICAN ECONOMIC REVIEW"": ""0"", ""JOURNAL OF PUBLIC ECONOMICS"": ""2""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""AMERICAN ECONOMIC REVIEW"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""2""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""3"", ""AMERICAN ECONOMIC REVIEW"": ""0"", ""JOURNAL OF PUBLIC ECONOMICS"": ""2""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""2"", ""AMERICAN ECONOMIC REVIEW"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""2""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""2"", ""AMERICAN ECONOMIC REVIEW"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""3""}"
UC Irvine/full/Harding CV Sept 2025.docx,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY; INTERNATIONAL ECONOMIC REVIEW; JOURNAL OF ECONOMETRICS,"{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""0"", ""INTERNATIONAL ECONOMIC REVIEW"": ""0"", ""JOURNAL OF ECONOMETRICS"": ""0""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""INTERNATIONAL ECONOMIC REVIEW"": ""0"", ""JOURNAL OF ECONOMETRICS"": ""1""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""JOURNAL OF ECONOMETRICS"": ""4""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""JOURNAL OF ECONOMETRICS"": ""4""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""JOURNAL OF ECONOMETRICS"": ""3""}"
UC Irvine/full/bogart_vita_jan92026.docx,ECONOMIC JOURNAL; promotion_university,"{""ECONOMIC JOURNAL"": ""2"", ""promotion_university"": ""University of California, Irvine""}","{""ECONOMIC JOURNAL"": ""2"", ""promotion_university"": ""University of California-Irvine""}","{""ECONOMIC JOURNAL"": ""2"", ""promotion_university"": ""University of California-Irvine""}","{""ECONOMIC JOURNAL"": ""2"", ""promotion_university"": ""University of California, Irvine""}","{""ECONOMIC JOURNAL"": ""1"", ""promotion_university"": ""University of California, Irvine""}"
UC Irvine/full/cv_Agrawal.docx,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY; JOURNAL OF PUBLIC ECONOMICS; years_post_phd,"{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""3"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""2"", ""JOURNAL OF PUBLIC ECONOMICS"": ""3"", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""3"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""years_post_phd"": ""7""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""3"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""years_post_phd"": """"}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""4"", ""JOURNAL OF PUBLIC ECONOMICS"": ""5"", ""years_post_phd"": """"}"
UC Irvine/full/cv_Neumark.docx,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY; AMERICAN ECONOMIC REVIEW; ECONOMIC JOURNAL; INTERNATIONAL ECONOMIC REVIEW; JOURNAL OF DEVELOPMENT ECONOMICS; JOURNAL OF INTERNATIONAL ECONOMICS; JOURNAL OF LABOR ECONOMICS; JOURNAL OF POLITICAL ECONOMY; JOURNAL OF PUBLIC ECONOMICS; QUARTERLY JOURNAL OF ECONOMICS; REVIEW OF ECONOMICS AND STATISTICS; promotion_university,"{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""0"", ""AMERICAN ECONOMIC REVIEW"": ""0"", ""ECONOMIC JOURNAL"": ""0"", ""INTERNATIONAL ECONOMIC REVIEW"": ""0"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""0"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""0"", ""JOURNAL OF LABOR ECONOMICS"": ""0"", ""JOURNAL OF POLITICAL ECONOMY"": ""0"", ""JOURNAL OF PUBLIC ECONOMICS"": ""0"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""0"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""0"", ""promotion_university"": ""University of Pennsylvania""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""AMERICAN ECONOMIC REVIEW"": ""2"", ""ECONOMIC JOURNAL"": ""2"", ""INTERNATIONAL ECONOMIC REVIEW"": ""2"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""JOURNAL OF LABOR ECONOMICS"": ""8"", ""JOURNAL OF POLITICAL ECONOMY"": ""2"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""3"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""5"", ""promotion_university"": ""University of Pennsylvania""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""AMERICAN ECONOMIC REVIEW"": ""2"", ""ECONOMIC JOURNAL"": ""3"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""JOURNAL OF LABOR ECONOMICS"": ""8"", ""JOURNAL OF POLITICAL ECONOMY"": ""2"", ""JOURNAL OF PUBLIC ECONOMICS"": ""5"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""3"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""6"", ""promotion_university"": ""Michigan State University""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""AMERICAN ECONOMIC REVIEW"": ""1"", ""ECONOMIC JOURNAL"": ""2"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""JOURNAL OF LABOR ECONOMICS"": ""10"", ""JOURNAL OF POLITICAL ECONOMY"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""7"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""3"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""5"", ""promotion_university"": ""Michigan State University""}","{""AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY"": ""1"", ""AMERICAN ECONOMIC REVIEW"": ""1"", ""ECONOMIC JOURNAL"": ""1"", ""INTERNATIONAL ECONOMIC REVIEW"": ""1"", ""JOURNAL OF DEVELOPMENT ECONOMICS"": ""1"", ""JOURNAL OF INTERNATIONAL ECONOMICS"": ""1"", ""JOURNAL OF LABOR ECONOMICS"": ""4"", ""JOURNAL OF POLITICAL ECONOMY"": ""1"", ""JOURNAL OF PUBLIC ECONOMICS"": ""4"", ""QUARTERLY JOURNAL OF ECONOMICS"": ""3"", ""REVIEW OF ECONOMICS AND STATISTICS"": ""3"", ""promotion_university"": ""University of Pennsylvania""}"
UC Irvine/full/cv_duffy.docx,AMERICAN ECONOMIC REVIEW; INTERNATIONAL ECONOMIC REVIEW; JOURNAL OF ECONOMIC THEORY; JOURNAL OF MONETARY ECONOMICS; REVIEW OF ECONOMIC STUDIES,"{""AMERICAN ECONOMIC REVIEW"": ""4"", ""INTERNATIONAL ECONOMIC REVIEW"": ""4"", ""JOURNAL OF ECONOMIC THEORY"": ""4"", ""JOURNAL OF MONETARY ECONOMICS"": ""2"", ""REVIEW OF ECONOMIC STUDIES"": ""2""}","{""AMERICAN ECONOMIC REVIEW"": ""2"", ""INTERNATIONAL ECONOMIC REVIEW"": ""3"", ""JOURNAL OF ECONOMIC THEORY"": ""3"", ""JOURNAL OF MONETARY ECONOMICS"": ""1"", ""REVIEW OF ECONOMIC STUDIES"": ""2""}","{""AMERICAN ECONOMIC REVIEW"": ""5"", ""INTERNATIONAL ECONOMIC REVIEW"": ""4"", ""JOURNAL OF ECONOMIC THEORY"": ""3"", ""JOURNAL OF MONETARY ECONOMICS"": ""2"", ""REVIEW OF ECONOMIC STUDIES"": ""2""}","{""AMERICAN ECONOMIC REVIEW"": ""4"", ""INTERNATIONAL ECONOMIC REVIEW"": ""4"", ""JOURNAL OF ECONOMIC THEORY"": ""4"", ""JOURNAL OF MONETARY ECONOMICS"": ""3"", ""REVIEW OF ECONOMIC STUDIES"": ""2""}","{""AMERICAN ECONOMIC REVIEW"": ""3"", ""INTERNATIONAL ECONOMIC REVIEW"": ""4"", ""JOURNAL OF ECONOMIC THEORY"": ""3"", ""JOURNAL OF MONETARY ECONOMICS"": ""0"", ""REVIEW OF ECONOMIC STUDIES"": ""1""}"
